response_id,session_id,learning_objective_id,learning_objective
zjhlhyp,ysdyyeu,ckdyfkt,Knowing the value of each digit in numbers with up to 2 decimal places.
tbgpmzs,zxrsymd,yovdkeb,Counting in multiples.
hltknuh,daojjno,vjiconv,Adding and subtracting fractions with different denominators.
ckfowts,jqexwzm,xilputy,Comparing fractions using reasoning.
oxytdhy,shrelhz,wskitab,Knowing the value of each digit in numbers with up to 2 decimal places.
boqksbf,ylpwrgh,hxuqbuo,Comparing fractions using reasoning.
helmymt,xyihnfw,eihtnfe,Adding and subtracting fractions with different denominators.
cbkiymm,diynedp,wskitab,Knowing the value of each digit in numbers with up to 2 decimal places.
wwulfab,mparoac,tsowzvj,Comparing fractions using reasoning.
vdknocn,ultpwzp,ukowvdj,Comparing and ordering fractions by finding a common denominator.
givlkaz,ezvfdvz,yovdkeb,Counting in multiples.
ptlghax,nfzsmbx,ggbvvkw,Counting in multiples.
njsdmlx,nggxtes,pooqxzw,Counting in multiples.
utgnzaq,fdjaaes,negieyf,"Rounding numbers to the nearest 100 and 1,000."
itmsgwv,pfhphsb,tsowzvj,Comparing fractions using reasoning.
qldfkuy,wensmkt,dbuhjvm,Comparing fractions using reasoning.
pyftnds,jtemcnc,hhxmdhg,"Rounding numbers to the nearest 100 and 1,000."
xlghprf,mnilmms,cimheim,Multiplying and dividing whole numbers and decimals by 10 and 100.
rtajguq,ymsgcxl,egiflvt,Knowing the value of each digit in numbers with up to 2 decimal places.
nfmzzem,xjqaxbo,cimheim,Multiplying and dividing whole numbers and decimals by 10 and 100.
thzmjyp,wmjkzmm,ntatckj,Adding and subtracting fractions with different denominators.
bczqwzt,nwwfztc,nmlfckc,Counting in multiples.
zykqvyv,zjqrdgk,cgfsxji,Using place value to order and compare numbers.
uilvdeu,ibatjvf,hojyzro,Adding and subtracting tens to a 2-digit number.
zkwjnzk,forylev,hhxmdhg,"Rounding numbers to the nearest 100 and 1,000."
wytbymh,zavxutj,negieyf,"Rounding numbers to the nearest 100 and 1,000."
mljrcqg,jinxmkc,ckdyfkt,Knowing the value of each digit in numbers with up to 2 decimal places.
uzmvivn,uxmfqno,oofsqml,Comparing fractions using reasoning.
ncruner,dzdyhch,hpzsirz,Adding and subtracting fractions with different denominators.
qwyghyd,euzxnvv,koviexo,Comparing fractions using reasoning.
xekdznw,pejjhyf,ymtgqot,Using place value to order and compare numbers.
abnbosm,ttngnvz,dbuhjvm,Comparing fractions using reasoning.
ucgemko,hlzojmh,cgfsxji,Using place value to order and compare numbers.
dltbufw,eqyxrux,cqjxopt,Comparing and ordering fractions by finding a common denominator.
vlbkqiq,nafrtfr,xilputy,Comparing fractions using reasoning.
vykzgyd,njhtgdw,hiwcygw,Multiplying and dividing whole numbers and decimals by 10 and 100.
orblhvm,ovlwugf,ojolhpj,Comparing fractions using reasoning.
cbaamif,ckvxlvu,hxuqbuo,Comparing fractions using reasoning.
klpmyjk,klnmvtj,pooqxzw,Counting in multiples.
kbtokjn,psbccez,znjjgdx,Comparing fractions using reasoning.
xkldits,fvbglex,hiwcygw,Multiplying and dividing whole numbers and decimals by 10 and 100.
umxoddm,ztopqlr,njsljpo,Using place value to order and compare numbers.
jcbqtfg,anweukw,eihtnfe,Adding and subtracting fractions with different denominators.
ndvpjpe,enjskzh,suokxjq,Adding and subtracting fractions with different denominators.
inzvqiy,asavjdg,tsowzvj,Comparing fractions using reasoning.
dhlorky,nzuajhp,cqjxopt,Comparing and ordering fractions by finding a common denominator.
kqbefaw,rqdxkzc,msbrtma,Comparing fractions using reasoning.
qwiciah,kskvytb,hpzsirz,Adding and subtracting fractions with different denominators.
cfqzgzt,ubwiiah,ymtgqot,Using place value to order and compare numbers.
dacsrxn,bgzsctz,jnaeyqb,Comparing and ordering fractions by finding a common denominator.
bzwsxhn,orkaqnn,lsewfcv,Finding fractions of an amount.
nhzoxim,veyurgv,llccmtv,Using place value to order and compare numbers.
yeouutp,xnhnevs,wltzydm,Finding fractions of an amount.
ahunjwi,ykmmubc,slxnxgu,"Rounding numbers to the nearest 100 and 1,000."
jkinyzi,jqvbtmd,pmzbgwu,Knowing the value of each digit in numbers with up to 2 decimal places.
jwoeouk,gpoyyja,jdswzgl,Knowing the value of each digit in numbers with up to 2 decimal places.
pudzbch,ktditpu,nmlfckc,Counting in multiples.
arnjzhw,wmahwnq,negieyf,"Rounding numbers to the nearest 100 and 1,000."
psygduq,jbyqzoe,hpzsirz,Adding and subtracting fractions with different denominators.
fxsodzn,iuzypcz,eihtnfe,Adding and subtracting fractions with different denominators.
parvujf,dnwcxpb,nqqwnsx,Comparing and ordering fractions by finding a common denominator.
logpydg,qqpmkqu,qzxykqe,Counting in multiples.
leubbjk,cmqgprq,gwqoozf,Comparing and ordering fractions by finding a common denominator.
sdueynt,yivxzeg,hmvosvx,Multiplying and dividing whole numbers and decimals by 10 and 100.
aslnaqy,yzeijrp,jdswzgl,Knowing the value of each digit in numbers with up to 2 decimal places.
zwsfjbf,fjbxjud,gwqoozf,Comparing and ordering fractions by finding a common denominator.
graytro,ufnuwqq,ntatckj,Adding and subtracting fractions with different denominators.
goqwrvl,mjqsspo,negieyf,"Rounding numbers to the nearest 100 and 1,000."
kupkloq,kgngkxc,qzxykqe,Counting in multiples.
jdxhegw,awbwrvm,qzxykqe,Counting in multiples.
eskpsfk,zroevqn,jdswzgl,Knowing the value of each digit in numbers with up to 2 decimal places.
uzwhgyr,fqckqsw,ykuuptr,"Rounding numbers to the nearest 100 and 1,000."
fqieejg,fhcvrya,hxuqbuo,Comparing fractions using reasoning.
ueeqlfb,ozjadpz,bnwoavr,Knowing the value of each digit in numbers with up to 2 decimal places.
chgprel,zgvcptn,cqjxopt,Comparing and ordering fractions by finding a common denominator.
membisg,qkasrre,vibpixk,Using place value to order and compare numbers.
sclxnvg,pbakxab,llccmtv,Using place value to order and compare numbers.
emgsjua,eraxktt,cgfsxji,Using place value to order and compare numbers.
igrfmjt,nulvsfx,lsewfcv,Finding fractions of an amount.
jrctqec,vwxddkn,koviexo,Comparing fractions using reasoning.
izgmlhm,juhqejo,egiflvt,Knowing the value of each digit in numbers with up to 2 decimal places.
ereoipo,dvxcpnf,oulckzh,"Rounding numbers to the nearest 100 and 1,000."
qphpfkf,gexsnrg,negieyf,"Rounding numbers to the nearest 100 and 1,000."
nupcbip,leiqhrh,ntatckj,Adding and subtracting fractions with different denominators.
hzpxycw,dqyyhvq,suokxjq,Adding and subtracting fractions with different denominators.
bcooqac,ujwqttu,mgcripj,"Rounding numbers to the nearest 100 and 1,000."
upjefhm,oecrzvp,slxnxgu,"Rounding numbers to the nearest 100 and 1,000."
vllycaz,ouzarej,lsewfcv,Finding fractions of an amount.
ykgddxt,qruhgmq,gmxpznw,Using place value to order and compare numbers.
vnrxjoh,ragqmhi,wltzydm,Finding fractions of an amount.
nffjyhr,fzsifxn,nmlfckc,Counting in multiples.
opduuck,xxvavfq,cgfsxji,Using place value to order and compare numbers.
wgnvuks,hdmhfjw,pmzbgwu,Knowing the value of each digit in numbers with up to 2 decimal places.
ylzuqse,tkluhwm,ntatckj,Adding and subtracting fractions with different denominators.
avsynkv,mnnanyl,pmzbgwu,Knowing the value of each digit in numbers with up to 2 decimal places.
yvvewat,gpfxtkc,dbuhjvm,Comparing fractions using reasoning.
fbtiwhs,ankolxa,yovdkeb,Counting in multiples.
qvwpinp,makuwgl,jnaeyqb,Comparing and ordering fractions by finding a common denominator.
zecmkxh,ezkvuux,aqjhubg,Knowing the value of each digit in numbers with up to 2 decimal places.
ddxpzgc,arfaeyu,gwqoozf,Comparing and ordering fractions by finding a common denominator.
medwkbf,qhciccs,jnaeyqb,Comparing and ordering fractions by finding a common denominator.
jxqnpuf,gkcckoa,ckdyfkt,Knowing the value of each digit in numbers with up to 2 decimal places.
mkbosrb,fnraqgh,nqqwnsx,Comparing and ordering fractions by finding a common denominator.
kkeonut,kdixaor,xilputy,Comparing fractions using reasoning.
xlforim,owzrmpi,ykuuptr,"Rounding numbers to the nearest 100 and 1,000."
xtpyang,srzbtul,mgcripj,"Rounding numbers to the nearest 100 and 1,000."
huumnpw,qizsyzo,ojolhpj,Comparing fractions using reasoning.
aobygav,hqpfafl,jdswzgl,Knowing the value of each digit in numbers with up to 2 decimal places.
txjhryy,rsfdnbq,xvibdui,Adding and subtracting fractions with different denominators.
krvtpeq,ncslilh,yovdkeb,Counting in multiples.
eloalic,pwhdcpr,tdzcbyf,Using place value to order and compare numbers.
qsxsecv,otdnrmu,kioiqmy,Comparing and ordering fractions by finding a common denominator.
bjjequx,aatyhyl,yovdkeb,Counting in multiples.
mlfcvvz,zfbeifi,ukowvdj,Comparing and ordering fractions by finding a common denominator.
dkqwkdx,hzghsud,ykuuptr,"Rounding numbers to the nearest 100 and 1,000."
csjanjl,jztxpys,jdswzgl,Knowing the value of each digit in numbers with up to 2 decimal places.
erhdkeo,jybjcyr,ozjhnxs,Multiplying and dividing whole numbers and decimals by 10 and 100.
nuzcalb,woufutx,gouufve,Using place value to order and compare numbers.
wvlynou,jbrfnnp,gouufve,Using place value to order and compare numbers.
osgnvze,zobzvot,wltzydm,Finding fractions of an amount.
apbrlue,kdslsls,wltzydm,Finding fractions of an amount.
bfbdtsq,archnfg,njsljpo,Using place value to order and compare numbers.
kfvwgxq,mtijcfz,gmxpznw,Using place value to order and compare numbers.
ifpairm,fgmyqjf,pmzbgwu,Knowing the value of each digit in numbers with up to 2 decimal places.
desvrer,uyoomjc,rggwmtp,Comparing and ordering fractions by finding a common denominator.
hppxvba,lrbhwxy,vibpixk,Using place value to order and compare numbers.
yhbemxy,rxwaggl,cgfsxji,Using place value to order and compare numbers.
rgsvkpm,tnklndb,hmvosvx,Multiplying and dividing whole numbers and decimals by 10 and 100.
wpbwole,vgbkhoc,ozjhnxs,Multiplying and dividing whole numbers and decimals by 10 and 100.
saerhtg,xehzivu,nqqwnsx,Comparing and ordering fractions by finding a common denominator.
trstujm,sttlsvt,haztyul,Comparing and ordering fractions by finding a common denominator.
bjluxrd,cvvtqko,slxnxgu,"Rounding numbers to the nearest 100 and 1,000."
fnlyeou,hvilwla,pmzbgwu,Knowing the value of each digit in numbers with up to 2 decimal places.
lgdqqtv,qpdnsyp,cimheim,Multiplying and dividing whole numbers and decimals by 10 and 100.
zeliwdr,jqctfxt,qzxykqe,Counting in multiples.
iapkrke,dcofzed,vibpixk,Using place value to order and compare numbers.
delgdiv,hsxutoj,njsljpo,Using place value to order and compare numbers.
vjnekpa,uptcvfl,cqjxopt,Comparing and ordering fractions by finding a common denominator.
wxyfxcw,nxjmbeu,cqjxopt,Comparing and ordering fractions by finding a common denominator.
djynfji,szdwafw,ukowvdj,Comparing and ordering fractions by finding a common denominator.
xkceoag,peltiew,znjjgdx,Comparing fractions using reasoning.
pwcikwu,sgqlyed,qrrxuhe,Finding fractions of an amount.
yqeytrj,mcgwjas,gmxpznw,Using place value to order and compare numbers.
ukihrqf,qpvabak,aqjhubg,Knowing the value of each digit in numbers with up to 2 decimal places.
iftiugk,yrtllkt,jnaeyqb,Comparing and ordering fractions by finding a common denominator.
aaabyhn,bdonqcw,jdswzgl,Knowing the value of each digit in numbers with up to 2 decimal places.
ymkstcy,tjxbaye,gmxpznw,Using place value to order and compare numbers.
diyoowl,ljuslgg,uynnzcm,"Rounding numbers to the nearest 100 and 1,000."
pochuix,vctobpt,eihtnfe,Adding and subtracting fractions with different denominators.
ytatztq,cxvjlwh,koviexo,Comparing fractions using reasoning.
pmgmxcd,jdkddwu,qrrxuhe,Finding fractions of an amount.
wvnjcro,jpzmwuh,ggbvvkw,Counting in multiples.
ujuyetp,fzsifxn,haztyul,Comparing and ordering fractions by finding a common denominator.
kfecgnn,tsvxweu,ojolhpj,Comparing fractions using reasoning.
ztztovu,zzplhze,vibpixk,Using place value to order and compare numbers.
vgsfisn,sytevcp,hmvosvx,Multiplying and dividing whole numbers and decimals by 10 and 100.
ustdcgj,tkqeipd,hxuqbuo,Comparing fractions using reasoning.
vboujif,kxgzbgp,tdzcbyf,Using place value to order and compare numbers.
lqpwahj,zuqwmzt,hpzsirz,Adding and subtracting fractions with different denominators.
kschboz,yqxydzv,vjiconv,Adding and subtracting fractions with different denominators.
zbdoggr,ozppkdo,hmjgvts,Adding and subtracting fractions with different denominators.
hpbzcak,yzqdcui,pmzbgwu,Knowing the value of each digit in numbers with up to 2 decimal places.
wqmhfqn,rnjsjfo,cimheim,Multiplying and dividing whole numbers and decimals by 10 and 100.
pkhehfm,onduicz,ojolhpj,Comparing fractions using reasoning.
huohcdc,qwobect,ojolhpj,Comparing fractions using reasoning.
iibsnzx,kpenfrw,egiflvt,Knowing the value of each digit in numbers with up to 2 decimal places.
aszurdx,gfcmtpw,suokxjq,Adding and subtracting fractions with different denominators.
vnxmnus,ieoacno,ojolhpj,Comparing fractions using reasoning.
ouxqxkn,jinowuh,gmxpznw,Using place value to order and compare numbers.
qoeldru,tkyqiar,wskitab,Knowing the value of each digit in numbers with up to 2 decimal places.
rwqjbaz,pxzfgad,ukowvdj,Comparing and ordering fractions by finding a common denominator.
uiygufs,ezjuklt,vibpixk,Using place value to order and compare numbers.
brlpbje,alnivgd,gouufve,Using place value to order and compare numbers.
qaxenzk,tyxcqsp,hmvosvx,Multiplying and dividing whole numbers and decimals by 10 and 100.
oyboosp,hpkdood,mgcripj,"Rounding numbers to the nearest 100 and 1,000."
mohiyrr,nlzegwh,llccmtv,Using place value to order and compare numbers.
dkfyzik,ivqhysl,hiwcygw,Multiplying and dividing whole numbers and decimals by 10 and 100.
rdofnst,eisvcbs,llccmtv,Using place value to order and compare numbers.
dhjsimf,maiklou,aqjhubg,Knowing the value of each digit in numbers with up to 2 decimal places.
imfcdle,iuenhfz,ggbvvkw,Counting in multiples.
avznpeb,zbehwdm,pmzbgwu,Knowing the value of each digit in numbers with up to 2 decimal places.
cectuth,pxnpqkd,pooqxzw,Counting in multiples.
jjdmnfh,rklluqj,slxnxgu,"Rounding numbers to the nearest 100 and 1,000."
mcpistj,hbprcnc,rggwmtp,Comparing and ordering fractions by finding a common denominator.
jnbfdhp,numounx,gmxpznw,Using place value to order and compare numbers.
gnrrnol,zthqgnl,koviexo,Comparing fractions using reasoning.
mumjyxw,tflrqxc,wskitab,Knowing the value of each digit in numbers with up to 2 decimal places.
vjyqxac,zcttibi,jdswzgl,Knowing the value of each digit in numbers with up to 2 decimal places.
azibtuy,qetbgxw,tdzcbyf,Using place value to order and compare numbers.
prqsnae,yuulqfm,uynnzcm,"Rounding numbers to the nearest 100 and 1,000."
ybcuyld,nlnhyjw,vjiconv,Adding and subtracting fractions with different denominators.
pajowcp,rnjwwia,qzxykqe,Counting in multiples.
amratzh,qxhxvjd,aqjhubg,Knowing the value of each digit in numbers with up to 2 decimal places.
tnxpueg,iomehdv,eihtnfe,Adding and subtracting fractions with different denominators.
lxqfxqk,kjrnpmt,slxnxgu,"Rounding numbers to the nearest 100 and 1,000."
jswnvsb,ufllyfi,cqjxopt,Comparing and ordering fractions by finding a common denominator.
uonpbxw,zhnlktn,xilputy,Comparing fractions using reasoning.
zpgphnu,mygwmng,gwqoozf,Comparing and ordering fractions by finding a common denominator.
elmynij,vwlsgwj,suokxjq,Adding and subtracting fractions with different denominators.
hdstflt,clxdlsf,hpzsirz,Adding and subtracting fractions with different denominators.
scbbnxb,iboperb,nmlfckc,Counting in multiples.
stzpylg,wfivsqb,jdswzgl,Knowing the value of each digit in numbers with up to 2 decimal places.
zniqktt,dranbnj,ojolhpj,Comparing fractions using reasoning.
anwrszi,ceqcufr,aqjhubg,Knowing the value of each digit in numbers with up to 2 decimal places.
sadsfuw,tscgmbi,slxnxgu,"Rounding numbers to the nearest 100 and 1,000."
xbinaxz,qwbuxzr,jnaeyqb,Comparing and ordering fractions by finding a common denominator.
uhdvtyj,cjrcgam,msbrtma,Comparing fractions using reasoning.
excomok,ribdwia,negieyf,"Rounding numbers to the nearest 100 and 1,000."
aqgdkhs,lufdmve,rggwmtp,Comparing and ordering fractions by finding a common denominator.
jnmwcaw,iaccuss,qrrxuhe,Finding fractions of an amount.
isptrgn,ewcdnpb,haztyul,Comparing and ordering fractions by finding a common denominator.
hkobasc,urdirrj,haztyul,Comparing and ordering fractions by finding a common denominator.
xqvmseq,wfpodls,suokxjq,Adding and subtracting fractions with different denominators.
iujuxab,gfhaygu,ojolhpj,Comparing fractions using reasoning.
jowlwss,foockqb,nmlfckc,Counting in multiples.
xiruzgu,uyxtkwm,haztyul,Comparing and ordering fractions by finding a common denominator.
fznwobj,smijkfq,cgfsxji,Using place value to order and compare numbers.
ppospec,fjbxjud,pmzbgwu,Knowing the value of each digit in numbers with up to 2 decimal places.
hdszyow,uyxtkwm,cimheim,Multiplying and dividing whole numbers and decimals by 10 and 100.
rdpoouz,kgopcoe,pmzbgwu,Knowing the value of each digit in numbers with up to 2 decimal places.
gaqclyr,syymynq,dbuhjvm,Comparing fractions using reasoning.
yasibhy,wauyrer,wltzydm,Finding fractions of an amount.
kxcrlho,zmedgrc,lsewfcv,Finding fractions of an amount.
paqhueh,aoacjrq,yovdkeb,Counting in multiples.
zgdoqok,uvbrixf,oofsqml,Comparing fractions using reasoning.
chbwgrg,ndwgrqv,wltzydm,Finding fractions of an amount.
qccigih,ndgkwht,nmlfckc,Counting in multiples.
slexqkn,aefzkbp,ckdyfkt,Knowing the value of each digit in numbers with up to 2 decimal places.
ikbvksb,otojvjs,tsowzvj,Comparing fractions using reasoning.
cjazboj,jbrfnnp,oofsqml,Comparing fractions using reasoning.
fdhboga,yjuuwsx,uynnzcm,"Rounding numbers to the nearest 100 and 1,000."
cxgpkmw,ndmducc,hmvosvx,Multiplying and dividing whole numbers and decimals by 10 and 100.
sofwaop,cwohihu,hmjgvts,Adding and subtracting fractions with different denominators.
